ticker,timestamp,trade_date,sentiment,conviction,status,is_real_judgment,reasoning,current_price,p_3m,chg_3m,p_15m,chg_15m,p_60m,chg_60m,p_3pm,chg_3pm,dir_3m,dir_15m,dir_60m,dir_3pm,score
CEMPRO,2026-05-26T09:55:32,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,934.15,931.9,-0.2409,939.0,0.5192,941.0,0.7333,942.0,0.8403,0.2409,-0.5192,-0.7333,-0.8403,0.36
TECHNOE,2026-05-26T09:55:32,2026-05-26,BEARISH,NEUTRAL,SUCCESS,True,Market cap dropped; individual investors and institutions hit,1201.0,1198.0,-0.2498,1201.0,0.0,1206.0,0.4163,1203.6,0.2165,0.2498,-0.0,-0.4163,-0.2165,0.37
ATGL,2026-05-26T09:55:33,2026-05-26,BEARISH,HIGH,SUCCESS,True,Exclusion from F&O segment is a strong negative catalyst,687.9,681.85,-0.8795,703.6,2.2823,716.6,4.1721,712.95,3.6415,0.8795,-2.2823,-4.1721,-3.6415,1.32
GMDCLTD,2026-05-26T09:55:33,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",686.2,694.8,1.2533,690.1,0.5683,689.15,0.4299,692.35,0.8962,1.2533,0.5683,0.4299,0.8962,7.04
IGL,2026-05-26T09:55:33,2026-05-26,BULLISH,HIGH,SUCCESS,True,Q2 profit rises 5% QoQ; board approves agreement,168.55,168.15,-0.2373,168.06,-0.2907,167.61,-0.5577,166.32,-1.323,-0.2373,-0.2907,-0.5577,-1.323,0.0
ATGL,2026-05-26T10:00:34,2026-05-26,BEARISH,HIGH,SUCCESS,True,Exclusion from F&O segment is a strong negative catalyst,682.8,684.1,0.1904,700.1,2.5337,716.3,4.9063,712.95,4.4156,-0.1904,-2.5337,-4.9063,-4.4156,0.0
CEMPRO,2026-05-26T10:00:34,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,931.3,934.45,0.3382,938.45,0.7677,943.8,1.3422,942.0,1.1489,-0.3382,-0.7677,-1.3422,-1.1489,0.0
GMDCLTD,2026-05-26T10:00:34,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",691.1,690.85,-0.0362,687.85,-0.4703,694.15,0.4413,692.35,0.1809,-0.0362,-0.4703,0.4413,0.1809,1.43
IGL,2026-05-26T10:00:34,2026-05-26,BULLISH,HIGH,SUCCESS,True,Q2 profit rises 5% QoQ; board approves agreement,168.24,168.15,-0.0535,168.22,-0.0119,167.8,-0.2615,166.32,-1.1412,-0.0535,-0.0119,-0.2615,-1.1412,0.0
TECHNOE,2026-05-26T10:00:34,2026-05-26,BEARISH,NEUTRAL,SUCCESS,True,Market cap dropped; individual investors and institutions hit,1199.6,1197.0,-0.2167,1198.3,-0.1084,1214.0,1.2004,1203.6,0.3334,0.2167,0.1084,-1.2004,-0.3334,0.7
CEMPRO,2026-05-26T10:05:35,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,935.2,941.7,0.695,932.45,-0.2941,950.0,1.5825,942.0,0.7271,-0.695,0.2941,-1.5825,-0.7271,1.03
CONCOR,2026-05-26T10:05:35,2026-05-26,BULLISH,HIGH,SUCCESS,True,Strong Q2 volume growth and ex-bonus date,485.25,485.1,-0.0309,485.95,0.1443,482.75,-0.5152,475.3,-2.0505,-0.0309,0.1443,-0.5152,-2.0505,0.51
GMDCLTD,2026-05-26T10:05:35,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",690.5,690.3,-0.029,690.65,0.0217,697.5,1.0138,692.35,0.2679,-0.029,0.0217,1.0138,0.2679,2.88
TECHNOE,2026-05-26T10:05:35,2026-05-26,BEARISH,NEUTRAL,SUCCESS,True,Market cap dropped; individual investors and institutions hit,1199.6,1199.4,-0.0167,1198.0,-0.1334,1212.7,1.092,1203.6,0.3334,0.0167,0.1334,-1.092,-0.3334,0.49
ASAHIINDIA,2026-05-26T10:05:36,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Hits new high on heavy volumes, up 27%",878.75,878.45,-0.0341,892.55,1.5704,890.2,1.303,890.0,1.2802,-0.0341,1.5704,1.303,1.2802,8.5
ASAHIINDIA,2026-05-26T10:10:37,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Hits new high on heavy volumes, up 27%",877.7,881.85,0.4728,890.25,1.4299,890.0,1.4014,890.0,1.4014,0.4728,1.4299,1.4014,1.4014,9.21
CEMPRO,2026-05-26T10:10:37,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,939.0,941.1,0.2236,933.25,-0.6124,954.0,1.5974,942.0,0.3195,-0.2236,0.6124,-1.5974,-0.3195,2.14
CONCOR,2026-05-26T10:10:37,2026-05-26,BULLISH,HIGH,SUCCESS,True,Strong Q2 volume growth and ex-bonus date,484.7,485.35,0.1341,485.7,0.2063,481.35,-0.6911,475.3,-1.9393,0.1341,0.2063,-0.6911,-1.9393,0.92
GMDCLTD,2026-05-26T10:10:37,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",690.1,687.85,-0.326,691.2,0.1594,692.0,0.2753,692.35,0.326,-0.326,0.1594,0.2753,0.326,2.09
TECHNOE,2026-05-26T10:10:37,2026-05-26,BEARISH,NEUTRAL,SUCCESS,True,Market cap dropped; individual investors and institutions hit,1201.0,1200.5,-0.0416,1203.9,0.2415,1214.3,1.1074,1203.6,0.2165,0.0416,-0.2415,-1.1074,-0.2165,0.06
ATGL,2026-05-26T10:15:38,2026-05-26,BEARISH,HIGH,SUCCESS,True,Exclusion from F&O segment is a strong negative catalyst,700.1,704.7,0.657,707.3,1.0284,712.0,1.6998,712.95,1.8355,-0.657,-1.0284,-1.6998,-1.8355,0.0
CEMPRO,2026-05-26T10:15:38,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,938.45,933.0,-0.5807,935.3,-0.3357,953.05,1.5558,942.0,0.3783,0.5807,0.3357,-1.5558,-0.3783,2.05
GMDCLTD,2026-05-26T10:15:38,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",687.85,692.4,0.6615,693.6,0.8359,691.65,0.5524,692.35,0.6542,0.6615,0.8359,0.5524,0.6542,6.99
TATACHEM,2026-05-26T10:15:39,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Charts hint at potential rally, breakout stock.",793.5,795.0,0.189,796.45,0.3718,798.9,0.6805,784.45,-1.1405,0.189,0.3718,0.6805,-1.1405,2.95
IFCI,2026-05-26T10:15:40,2026-05-26,BULLISH,HIGH,SUCCESS,True,NSE IPO news driving significant share price surge,63.63,63.83,0.3143,63.84,0.33,63.35,-0.44,64.14,0.8015,0.3143,0.33,-0.44,0.8015,4.03
CEMPRO,2026-05-26T10:20:40,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,932.45,935.75,0.3539,935.85,0.3646,957.2,2.6543,942.0,1.0242,-0.3539,-0.3646,-2.6543,-1.0242,0.0
GMDCLTD,2026-05-26T10:20:40,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",690.65,691.45,0.1158,692.35,0.2461,691.55,0.1303,692.35,0.2461,0.1158,0.2461,0.1303,0.2461,2.03
IFCI,2026-05-26T10:20:40,2026-05-26,BULLISH,HIGH,SUCCESS,True,NSE IPO news driving significant share price surge,63.77,63.94,0.2666,63.8,0.047,63.34,-0.6743,64.14,0.5802,0.2666,0.047,-0.6743,0.5802,2.31
TATACHEM,2026-05-26T10:20:40,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Charts hint at potential rally, breakout stock.",793.0,790.95,-0.2585,796.15,0.3972,797.65,0.5864,784.45,-1.0782,-0.2585,0.3972,0.5864,-1.0782,2.56
ATGL,2026-05-26T10:20:42,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,701.0,701.5,0.0713,715.3,2.0399,711.5,1.4979,712.95,1.7047,0.0713,2.0399,1.4979,1.7047,8.61
ATGL,2026-05-26T10:25:43,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,703.75,708.3,0.6465,728.65,3.5382,712.5,1.2433,712.95,1.3073,0.6465,3.5382,1.2433,1.3073,9.47
GMDCLTD,2026-05-26T10:25:43,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",691.2,692.7,0.217,688.55,-0.3834,691.0,-0.0289,692.35,0.1664,0.217,-0.3834,-0.0289,0.1664,0.82
HBLENGINE,2026-05-26T10:25:44,2026-05-26,NEUTRAL,NEUTRAL,SUCCESS,True,"Generic news, no clear intraday catalyst from headlines",801.8,801.0,-0.0998,798.6,-0.3991,807.25,0.6797,797.0,-0.5987,-0.0,-0.0,0.0,-0.0,8.06
ITI,2026-05-26T10:25:44,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Plans to monetise land parcels to raise Rs 3,500 crore",303.35,303.4,0.0165,304.0,0.2143,303.95,0.1978,303.0,-0.1154,0.0165,0.2143,0.1978,-0.1154,1.17
TEJASNET,2026-05-26T10:25:44,2026-05-26,BULLISH,HIGH,SUCCESS,True,5G Massive MIMO Deal driving strong rally,507.65,509.35,0.3349,500.75,-1.3592,496.7,-2.157,499.5,-1.6054,0.3349,-1.3592,-2.157,-1.6054,0.5
ATGL,2026-05-26T10:30:45,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,707.3,709.9,0.3676,722.2,2.1066,714.6,1.0321,712.95,0.7988,0.3676,2.1066,1.0321,0.7988,8.45
GMDCLTD,2026-05-26T10:30:45,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",693.6,692.7,-0.1298,689.2,-0.6344,691.35,-0.3244,692.35,-0.1802,-0.1298,-0.6344,-0.3244,-0.1802,0.0
HBLENGINE,2026-05-26T10:30:45,2026-05-26,NEUTRAL,NEUTRAL,SUCCESS,True,"Generic news, no clear intraday catalyst from headlines",801.9,800.8,-0.1372,802.85,0.1185,805.6,0.4614,797.0,-0.611,-0.0,0.0,0.0,-0.0,8.82
ITI,2026-05-26T10:30:45,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Plans to monetise land parcels to raise Rs 3,500 crore",303.55,303.35,-0.0659,303.75,0.0659,303.2,-0.1153,303.0,-0.1812,-0.0659,0.0659,-0.1153,-0.1812,0.23
TEJASNET,2026-05-26T10:30:45,2026-05-26,BULLISH,HIGH,SUCCESS,True,5G Massive MIMO Deal driving strong rally,508.45,505.9,-0.5015,498.4,-1.9766,499.25,-1.8094,499.5,-1.7603,-0.5015,-1.9766,-1.8094,-1.7603,0.0
ATGL,2026-05-26T10:35:46,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,715.3,726.1,1.5099,713.0,-0.3215,716.2,0.1258,712.95,-0.3285,1.5099,-0.3215,0.1258,-0.3285,1.75
GMDCLTD,2026-05-26T10:35:46,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",692.35,690.3,-0.2961,690.0,-0.3394,691.25,-0.1589,692.35,0.0,-0.2961,-0.3394,-0.1589,0.0,0.0
ITI,2026-05-26T10:35:46,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Plans to monetise land parcels to raise Rs 3,500 crore",303.65,303.8,0.0494,303.55,-0.0329,303.25,-0.1317,303.0,-0.2141,0.0494,-0.0329,-0.1317,-0.2141,0.07
TEJASNET,2026-05-26T10:35:46,2026-05-26,BULLISH,HIGH,SUCCESS,True,5G Massive MIMO Deal driving strong rally,506.85,502.2,-0.9174,497.4,-1.8645,499.0,-1.5488,499.5,-1.4501,-0.9174,-1.8645,-1.5488,-1.4501,0.0
AARTIIND,2026-05-26T10:35:48,2026-05-26,BEARISH,HIGH,SUCCESS,True,"Stock falls, earnings and shareholder returns continue downward trend",499.5,498.45,-0.2102,497.25,-0.4505,492.8,-1.3413,491.05,-1.6917,0.2102,0.4505,1.3413,1.6917,6.89
AARTIIND,2026-05-26T10:40:48,2026-05-26,BEARISH,HIGH,SUCCESS,True,"Stock falls, earnings and shareholder returns continue downward trend",497.85,497.25,-0.1205,497.2,-0.1306,493.8,-0.8135,491.05,-1.3659,0.1205,0.1306,0.8135,1.3659,5.26
GMDCLTD,2026-05-26T10:40:48,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",688.55,688.6,0.0073,689.15,0.0871,691.15,0.3776,692.35,0.5519,0.0073,0.0871,0.3776,0.5519,2.73
ITI,2026-05-26T10:40:48,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Plans to monetise land parcels to raise Rs 3,500 crore",304.0,304.15,0.0493,303.35,-0.2138,304.3,0.0987,303.0,-0.3289,0.0493,-0.2138,0.0987,-0.3289,0.27
TEJASNET,2026-05-26T10:40:48,2026-05-26,BULLISH,HIGH,SUCCESS,True,5G Massive MIMO Deal driving strong rally,500.75,499.0,-0.3495,496.7,-0.8088,505.4,0.9286,499.5,-0.2496,-0.3495,-0.8088,0.9286,-0.2496,1.86
ATGL,2026-05-26T10:40:49,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,728.65,722.45,-0.8509,716.6,-1.6537,719.15,-1.3038,712.95,-2.1547,-0.8509,-1.6537,-1.3038,-2.1547,0.0
ATGL,2026-05-26T10:45:49,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,722.2,721.0,-0.1662,716.3,-0.8169,717.0,-0.72,712.95,-1.2808,-0.1662,-0.8169,-0.72,-1.2808,0.0
CEMPRO,2026-05-26T10:45:49,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,943.4,943.05,-0.0371,943.8,0.0424,948.4,0.53,942.0,-0.1484,0.0371,-0.0424,-0.53,0.1484,0.5
ITI,2026-05-26T10:45:49,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Plans to monetise land parcels to raise Rs 3,500 crore",303.75,303.65,-0.0329,302.9,-0.2798,303.3,-0.1481,303.0,-0.2469,-0.0329,-0.2798,-0.1481,-0.2469,0.0
TATACHEM,2026-05-26T10:45:49,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Charts hint at potential rally, breakout stock.",805.8,802.0,-0.4716,799.8,-0.7446,791.0,-1.8367,784.45,-2.6495,-0.4716,-0.7446,-1.8367,-2.6495,0.0
TEJASNET,2026-05-26T10:45:51,2026-05-26,BULLISH,HIGH,SUCCESS,True,Bagging 5G massive MIMO radios supply order.,498.4,497.95,-0.0903,496.4,-0.4013,501.7,0.6621,499.5,0.2207,-0.0903,-0.4013,0.6621,0.2207,1.99
ATGL,2026-05-26T10:50:51,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,713.0,716.4,0.4769,718.15,0.7223,716.3,0.4628,712.95,-0.007,0.4769,0.7223,0.4628,-0.007,4.17
ITI,2026-05-26T10:50:51,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Plans to monetise land parcels to raise Rs 3,500 crore",303.55,303.3,-0.0824,302.0,-0.5106,303.2,-0.1153,303.0,-0.1812,-0.0824,-0.5106,-0.1153,-0.1812,0.0
TATACHEM,2026-05-26T10:50:51,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Charts hint at potential rally, breakout stock.",801.85,801.35,-0.0624,797.15,-0.5861,790.0,-1.4778,784.45,-2.17,-0.0624,-0.5861,-1.4778,-2.17,0.0
CEMPRO,2026-05-26T10:50:52,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,943.0,944.35,0.1432,950.0,0.7423,945.0,0.2121,942.0,-0.106,-0.1432,-0.7423,-0.2121,0.106,0.32
TEJASNET,2026-05-26T10:50:52,2026-05-26,BULLISH,HIGH,SUCCESS,True,Bagging 5G massive MIMO radios supply order.,497.4,495.5,-0.382,496.6,-0.1608,504.3,1.3872,499.5,0.4222,-0.382,-0.1608,1.3872,0.4222,3.27
ATGL,2026-05-26T10:55:52,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,716.6,715.15,-0.2023,711.8,-0.6698,718.3,0.2372,712.95,-0.5093,-0.2023,-0.6698,0.2372,-0.5093,0.47
CEMPRO,2026-05-26T10:55:52,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,941.0,942.45,0.1541,954.0,1.3815,944.6,0.3826,942.0,0.1063,-0.1541,-1.3815,-0.3826,-0.1063,0.0
TATACHEM,2026-05-26T10:55:52,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Charts hint at potential rally, breakout stock.",801.45,800.3,-0.1435,798.85,-0.3244,790.3,-1.3912,784.45,-2.1212,-0.1435,-0.3244,-1.3912,-2.1212,0.0
CONCOR,2026-05-26T10:55:53,2026-05-26,BULLISH,HIGH,SUCCESS,True,Strong Q2 volume growth and ex-bonus date,483.5,483.8,0.062,481.35,-0.4447,480.7,-0.5791,475.3,-1.696,0.062,-0.4447,-0.5791,-1.696,0.09
BELRISE,2026-05-26T10:55:54,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Record high, block deal buzz, significant price jump",223.29,222.31,-0.4389,221.98,-0.5867,220.19,-1.3883,217.14,-2.7543,-0.4389,-0.5867,-1.3883,-2.7543,0.0
ATGL,2026-05-26T11:00:55,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,716.3,719.9,0.5026,712.0,-0.6003,718.5,0.3071,712.95,-0.4677,0.5026,-0.6003,0.3071,-0.4677,1.37
BELRISE,2026-05-26T11:00:55,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Record high, block deal buzz, significant price jump",221.93,222.39,0.2073,223.2,0.5723,219.83,-0.9462,217.14,-2.1583,0.2073,0.5723,-0.9462,-2.1583,2.31
CEMPRO,2026-05-26T11:00:55,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,943.8,947.7,0.4132,953.05,0.9801,938.05,-0.6092,942.0,-0.1907,-0.4132,-0.9801,0.6092,0.1907,1.79
CONCOR,2026-05-26T11:00:55,2026-05-26,BULLISH,HIGH,SUCCESS,True,Strong Q2 volume growth and ex-bonus date,483.3,482.9,-0.0828,481.75,-0.3207,478.8,-0.9311,475.3,-1.6553,-0.0828,-0.3207,-0.9311,-1.6553,0.0
TATACHEM,2026-05-26T11:00:55,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Charts hint at potential rally, breakout stock.",799.8,798.8,-0.125,798.9,-0.1125,791.35,-1.0565,784.45,-1.9192,-0.125,-0.1125,-1.0565,-1.9192,0.0
ATGL,2026-05-26T11:05:56,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,718.15,717.0,-0.1601,711.5,-0.926,715.15,-0.4177,712.95,-0.7241,-0.1601,-0.926,-0.4177,-0.7241,0.0
BELRISE,2026-05-26T11:05:56,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Record high, block deal buzz, significant price jump",222.0,222.0,0.0,222.88,0.3964,219.74,-1.018,217.14,-2.1892,0.0,0.3964,-1.018,-2.1892,1.39
GMDCLTD,2026-05-26T11:05:56,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",697.5,692.45,-0.724,691.55,-0.853,687.9,-1.3763,692.35,-0.7384,-0.724,-0.853,-1.3763,-0.7384,0.0
CHAMBLFERT,2026-05-26T11:05:57,2026-05-26,BEARISH,NEUTRAL,SUCCESS,True,"Stock price dropped, performance concerns, but also buy recommendation",476.55,476.9,0.0734,476.75,0.042,479.75,0.6715,477.8,0.2623,-0.0734,-0.042,-0.6715,-0.2623,0.0
JSWENERGY,2026-05-26T11:05:57,2026-05-26,NEUTRAL,NEUTRAL,SUCCESS,True,Mixed signals with some positive and negative news.,576.15,576.7,0.0955,574.4,-0.3037,575.1,-0.1822,575.55,-0.1041,0.0,-0.0,-0.0,-0.0,9.99
ATGL,2026-05-26T11:10:58,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,711.8,712.5,0.0983,712.5,0.0983,717.0,0.7305,712.95,0.1616,0.0983,0.0983,0.7305,0.1616,2.44
CHAMBLFERT,2026-05-26T11:10:58,2026-05-26,BEARISH,NEUTRAL,SUCCESS,True,"Stock price dropped, performance concerns, but also buy recommendation",477.05,477.55,0.1048,476.95,-0.021,479.1,0.4297,477.8,0.1572,-0.1048,0.021,-0.4297,-0.1572,0.07
GMDCLTD,2026-05-26T11:10:58,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",692.0,691.5,-0.0723,691.0,-0.1445,687.55,-0.6431,692.35,0.0506,-0.0723,-0.1445,-0.6431,0.0506,0.15
BELRISE,2026-05-26T11:10:59,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Record high, block deal buzz, significant price jump",221.98,221.97,-0.0045,222.37,0.1757,219.98,-0.901,217.14,-2.1804,-0.0045,0.1757,-0.901,-2.1804,0.61
JSWENERGY,2026-05-26T11:11:00,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,Shares rising for second straight session.,575.3,575.55,0.0435,574.3,-0.1738,574.65,-0.113,575.55,0.0435,0.0435,-0.1738,-0.113,0.0435,0.2
ATGL,2026-05-26T11:16:01,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,712.6,712.0,-0.0842,713.8,0.1684,716.7,0.5754,712.95,0.0491,-0.0842,0.1684,0.5754,0.0491,1.89
CEMPRO,2026-05-26T11:16:01,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,954.0,961.0,0.7338,950.3,-0.3878,943.55,-1.0954,942.0,-1.2579,-0.7338,0.3878,1.0954,1.2579,6.36
CONCOR,2026-05-26T11:16:01,2026-05-26,BULLISH,HIGH,SUCCESS,True,Strong Q2 volume growth and ex-bonus date,481.95,482.0,0.0104,477.65,-0.8922,477.15,-0.996,475.3,-1.3798,0.0104,-0.8922,-0.996,-1.3798,0.02
GMDCLTD,2026-05-26T11:16:01,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",690.6,691.65,0.152,691.25,0.0941,687.8,-0.4054,692.35,0.2534,0.152,0.0941,-0.4054,0.2534,1.32
ITI,2026-05-26T11:16:01,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Plans to monetise land parcels to raise Rs 3,500 crore",311.65,305.3,-2.0375,302.8,-2.8397,302.45,-2.952,303.0,-2.7755,-2.0375,-2.8397,-2.952,-2.7755,0.0
ATGL,2026-05-26T11:21:02,2026-05-26,BULLISH,HIGH,SUCCESS,True,Stock soared 18% on heavy volumes.,711.5,713.45,0.2741,716.5,0.7027,716.95,0.766,712.95,0.2038,0.2741,0.7027,0.766,0.2038,5.01
CEMPRO,2026-05-26T11:21:02,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,958.5,957.15,-0.1408,952.4,-0.6364,944.85,-1.4241,942.0,-1.7214,0.1408,0.6364,1.4241,1.7214,7.44
CONCOR,2026-05-26T11:21:02,2026-05-26,BULLISH,HIGH,SUCCESS,True,Strong Q2 volume growth and ex-bonus date,482.0,478.0,-0.8299,478.6,-0.7054,476.0,-1.2448,475.3,-1.39,-0.8299,-0.7054,-1.2448,-1.39,0.0
GMDCLTD,2026-05-26T11:21:02,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Hit 52-week high today, positive momentum.",691.0,690.35,-0.0941,691.8,0.1158,689.3,-0.246,692.35,0.1954,-0.0941,0.1158,-0.246,0.1954,0.99
ITI,2026-05-26T11:21:02,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Plans to monetise land parcels to raise Rs 3,500 crore",303.35,303.95,0.1978,303.65,0.0989,303.35,0.0,303.0,-0.1154,0.1978,0.0989,0.0,-0.1154,0.64
ASAHIINDIA,2026-05-26T11:26:03,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Hits new high on heavy volumes, up 27%",892.75,892.45,-0.0336,891.5,-0.14,894.45,0.1904,890.0,-0.308,-0.0336,-0.14,0.1904,-0.308,0.38
CEMPRO,2026-05-26T11:26:03,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,956.15,953.0,-0.3294,951.85,-0.4497,948.95,-0.753,942.0,-1.4799,0.3294,0.4497,0.753,1.4799,6.57
ITI,2026-05-26T11:26:03,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Plans to monetise land parcels to raise Rs 3,500 crore",303.9,303.1,-0.2632,303.75,-0.0494,303.25,-0.2139,303.0,-0.2962,-0.2632,-0.0494,-0.2139,-0.2962,0.0
HDBFS,2026-05-26T11:26:04,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Share price climbs ahead of Q4 results, dividend announcement.",683.3,684.75,0.2122,684.45,0.1683,681.95,-0.1976,680.05,-0.4756,0.2122,0.1683,-0.1976,-0.4756,0.91
ASAHIINDIA,2026-05-26T11:31:05,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Hits new high on heavy volumes, up 27%",891.5,891.15,-0.0393,890.2,-0.1458,890.0,-0.1683,890.0,-0.1683,-0.0393,-0.1458,-0.1683,-0.1683,0.0
CEMPRO,2026-05-26T11:31:05,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,950.3,950.85,0.0579,948.35,-0.2052,949.5,-0.0842,942.0,-0.8734,-0.0579,0.2052,0.0842,0.8734,3.51
HDBFS,2026-05-26T11:31:05,2026-05-26,BULLISH,NEUTRAL,SUCCESS,True,"Share price climbs ahead of Q4 results, dividend announcement.",684.0,684.7,0.1023,685.0,0.1462,681.7,-0.3363,680.05,-0.5775,0.1023,0.1462,-0.3363,-0.5775,0.67
ITI,2026-05-26T11:31:05,2026-05-26,BULLISH,HIGH,SUCCESS,True,"Plans to monetise land parcels to raise Rs 3,500 crore",302.8,302.8,0.0,303.2,0.1321,302.55,-0.0826,303.0,0.0661,0.0,0.1321,-0.0826,0.0661,0.66
CEMPRO,2026-05-26T11:36:06,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,952.4,951.8,-0.063,945.75,-0.6982,944.65,-0.8137,942.0,-1.092,0.063,0.6982,0.8137,1.092,7.17
CHAMBLFERT,2026-05-26T11:36:06,2026-05-26,BEARISH,NEUTRAL,SUCCESS,True,"Stock price dropped, performance concerns, but also buy recommendation",479.95,481.0,0.2188,480.15,0.0417,477.4,-0.5313,477.8,-0.448,-0.2188,-0.0417,0.5313,0.448,2.41
CONCOR,2026-05-26T11:36:06,2026-05-26,BULLISH,HIGH,SUCCESS,True,Strong Q2 volume growth and ex-bonus date,478.6,478.7,0.0209,480.15,0.3239,475.75,-0.5955,475.3,-0.6895,0.0209,0.3239,-0.5955,-0.6895,1.17
CEMPRO,2026-05-26T11:41:07,2026-05-26,BEARISH,HIGH,SUCCESS,True,Analysts trimming forecasts post-earnings update,951.85,948.95,-0.3047,946.2,-0.5936,946.1,-0.6041,942.0,-1.0348,0.3047,0.5936,0.6041,1.0348,6.74
